NTD ID,Agency Name,Mode,UPT,VRH,VRM,PMT,OE,Fare,Year,AC,Cost_per_VRH,Cost_per_VRM,Productivity,Subsidy_per_trip,Farebox_recovery,COVID
0R02-00323,Malheur Council on Aging and Community Services,DR,17399.0,11068.0,197922.0,0.0,526210.0,37082.0,2018,30.243692166216448,47.54336826888327,2.658673618900375,1.572009396458258,28.112420254037588,0.07046996446285704,0
0R02-00323,Malheur Council on Aging and Community Services,MB,17226.0,3094.0,33201.0,0.0,147116.0,9649.0,2018,8.540345988621851,47.54880413703943,4.4310713532724915,5.567550096961861,7.980204342273308,0.06558769950243346,0
0R02-00330,City of Canby,DR,17146.0,6033.0,66623.0,0.0,702261.0,6158.0,2018,40.95771608538435,116.40328194927896,10.540819236599972,2.842035471573015,40.59856526303511,0.008768819569931977,0
0R02-00330,City of Canby,MB,57892.0,8367.0,157143.0,0.0,977126.0,53940.0,2018,16.87842879845229,116.78331540576073,6.218068892664643,6.919086888968567,15.946693843708974,0.05520270671336143,0
0R02-00331,Sunset Empire Transportation District,DR,8277.0,7513.0,108912.0,0.0,319919.0,75916.0,2018,38.651564576537396,42.582057766538,2.9374081827530483,1.101690403300945,29.479642382505737,0.23729756594638018,0
0R02-00331,Sunset Empire Transportation District,MB,203384.0,17433.0,350710.0,0.0,1492727.0,238937.0,2018,7.339451480942453,85.62651293523777,4.256300076986684,11.666609304193196,6.164644219800968,0.1600674470281572,0
0R02-00339,Basin Transit Service,DR,17926.0,6441.0,73110.0,0.0,449938.0,32253.0,2018,25.099743389490126,69.85530197174351,6.154260703050198,2.783108213010402,23.30051322101975,0.07168320968666794,0
0R02-00339,Basin Transit Service,MB,279925.0,19102.0,266293.0,0.0,1799753.0,249178.0,2018,6.429411449495401,94.21803999581196,6.758544160004206,14.654224688514292,5.539251585246048,0.13845122080641065,0
0R02-00343,Community Connection of Northeast Oregon,DR,32138.0,19588.0,382973.0,0.0,807294.0,22586.0,2018,25.119609185388015,41.21370226669389,2.107965835711656,1.6406983867674085,24.416827431700792,0.027977415910436593,0
0R02-00343,Community Connection of Northeast Oregon,MB,45517.0,6292.0,99154.0,0.0,687695.0,19243.0,2018,15.108530878572841,109.29672600127145,6.93562539080622,7.23410680228862,14.685765757848715,0.02798188150270105,0
0R02-00351,Douglas County,DR,39992.0,21373.0,233670.0,0.0,556541.0,32255.0,2018,13.91630826165233,26.039442286997613,2.381739204861557,1.8711458382070838,13.109771954390878,0.05795619729723417,0
0R02-00351,Douglas County,MB,70487.0,9343.0,153089.0,0.0,544717.0,41979.0,2018,7.727907273681672,58.30215134325163,3.5581720437131343,7.5443647650647545,7.132350646218452,0.07706570567836142,0
0R02-00360,City of Woodburn,DR,14841.0,5642.0,75490.0,0.0,241133.0,13131.0,2018,16.24775958493363,42.73892236795463,3.1942376473705125,2.630450194966324,15.362980931204097,0.054455425014411134,0
0R02-00360,City of Woodburn,MB,20831.0,3048.0,45023.0,0.0,361700.0,24121.0,2018,17.363544717008306,118.66797900262468,8.033671678919664,6.834317585301838,16.205607027987135,0.06668786286978158,0
0R02-00363,Clackamas County Social Services,DR,50484.0,20811.0,240237.0,0.0,852703.0,0.0,2018,16.890559385151732,40.973667771851424,3.5494241103576885,2.425832492431887,16.890559385151732,0.0,0
0R02-00363,Clackamas County Social Services,MB,6660.0,1435.0,50281.0,0.0,104137.0,13200.0,2018,15.636186186186187,72.56933797909407,2.0711004156639685,4.641114982578397,13.654204204204204,0.1267561001373191,0
0R02-00375,Columbia County,DR,17402.0,7218.0,103379.0,0.0,164300.0,65082.0,2018,9.441443512239973,22.762538099196455,1.5892976329815534,2.4109171515655308,5.70152855993564,0.39611685940353014,0
0R02-00375,Columbia County,MB,11260.0,2406.0,66458.0,0.0,73022.0,27893.0,2018,6.485079928952042,30.349958437240232,1.0987691474314605,4.679966749792186,4.0079040852575485,0.3819807729177508,0
0R02-00377,City of Lebanon,DR,19687.0,4562.0,41544.0,0.0,289449.0,14548.0,2018,14.702544826535277,63.44782989916703,6.9672876949740035,4.315431828145551,13.963580027429268,0.05026101316639546,0
0R02-00377,City of Lebanon,MB,585.0,250.0,2541.0,0.0,23444.0,554.0,2018,40.075213675213675,93.776,9.226288862652499,2.34,39.12820512820513,0.02363077973042143,0
0R02-00389,City of Sandy,DR,14626.0,5341.0,85547.0,0.0,391036.0,7223.0,2018,26.735676193080813,73.21400486800225,4.571007750125662,2.7384384946639204,26.241829618487625,0.018471445084340062,0
0R02-00389,City of Sandy,MB,4320.0,756.0,11222.0,0.0,53692.0,0.0,2018,12.428703703703704,71.02116402116403,4.7845303867403315,5.714285714285714,12.428703703703704,0.0,0
0R03-00294,Pullman Transit,DR,23869.0,7923.0,76204.0,0.0,957823.0,11072.0,2018,40.12832544304328,120.89145525684715,12.569195842737914,3.012621481761959,39.66446017847417,0.01155954701442751,0
0R03-00294,Pullman Transit,MB,1361962.0,30255.0,382063.0,0.0,3831328.0,2395406.0,2018,2.8130946384700897,126.63453974549661,10.028000617699176,45.016096512973064,1.0543040114188207,0.6252155910431056,0
0R03-00298,Island Transit,DR,62142.0,25202.0,366388.0,0.0,3093042.0,0.0,2018,49.77377619001641,122.73002142687088,8.441984999508717,2.4657566859773032,49.77377619001641,0.0,0
0R03-00298,Island Transit,MB,577139.0,47952.0,1375741.0,0.0,7756121.0,15817.0,2018,13.43891332937126,161.7476017684351,5.637777023436824,12.035764931598266,13.41150745314387,0.0020392925793705384,0
0R03-00299,Klickitat County Senior Services,DR,15598.0,16535.0,381757.0,0.0,829180.0,23837.0,2018,53.15937940761636,50.1469609918355,2.172009943498089,0.9433323253704263,51.631170662905504,0.02874767842929159,0
0R03-00299,Klickitat County Senior Services,MB,1425.0,1845.0,37874.0,0.0,95449.0,19014.0,2018,66.98175438596492,51.733875338753386,2.5201721497597296,0.7723577235772358,53.63859649122807,0.19920585862607257,0
0R03-00303,Clallam Transit System,DR,56251.0,31825.0,366721.0,0.0,2317548.0,38093.0,2018,41.20012088673979,72.82161822466614,6.319648997466739,1.7675098193244305,40.52292403690601,0.01643676851568986,0
0R03-00303,Clallam Transit System,MB,710987.0,50196.0,1120359.0,0.0,6206581.0,734126.0,2018,8.729528106702373,123.64692405769384,5.539814470183218,14.164216272212926,7.696983207850495,0.11828186887434483,0
0R03-00309,Grant County Transportation Authority,DR,25577.0,11227.0,178768.0,0.0,877893.0,14244.0,2018,34.3235328615553,78.1947982542086,4.910794996867448,2.278168700454262,33.76662626578567,0.01622521195635459,0
0R03-00309,Grant County Transportation Authority,MB,255323.0,53120.0,1297143.0,0.0,5333475.0,150161.0,2018,20.88912867230919,100.40427334337349,4.111709348930688,4.806532379518072,20.30100695981169,0.028154439647696858,0
0R03-00312,Hopesource,DR,16137.0,8958.0,103651.0,0.0,681733.0,0.0,2018,42.24657619136147,76.10325965617325,6.5771965538200305,1.8014065639651708,42.24657619136147,0.0,0
0R03-00312,Hopesource,MB,88301.0,15307.0,169474.0,0.0,648303.0,4647.0,2018,7.34196668214403,42.35336774024956,3.8253832446274947,5.768667929705363,7.289339871575633,0.007167944618488577,0
0R03-00314,Grays Harbor Transit,DR,67267.0,27000.0,341374.0,0.0,2890654.0,131736.0,2018,42.97283957958583,107.06125925925926,8.467704043072994,2.4913703703703702,41.01443501271054,0.0455730779263101,0
0R03-00314,Grays Harbor Transit,MB,782115.0,43971.0,1155573.0,0.0,6142640.0,338747.0,2018,7.853883380321308,139.69752791612655,5.3156659077358155,17.78706420140547,7.420766767035539,0.05514680984071995,0
0R03-00315,Mason County Transportation Authority,DR,42370.0,22277.0,343898.0,0.0,2344616.0,0.0,2018,55.3367004956337,105.24828298244826,6.817765732862651,1.9019616644970148,55.3367004956337,0.0,0
0R03-00315,Mason County Transportation Authority,MB,368829.0,34103.0,614062.0,0.0,4186532.0,279374.0,2018,11.350875337893712,122.76139929038501,6.817767586986331,10.815148227428672,10.593413207746678,0.0667316050611819,0
0R03-00316,Jefferson Transit,DR,12148.0,5722.0,53664.0,0.0,800805.0,10136.0,2018,65.92072769180112,139.95193988116043,14.922573792486583,2.1230339042292905,65.08635166282515,0.012657263628473848,0
0R03-00316,Jefferson Transit,MB,252918.0,22276.0,604632.0,0.0,3764947.0,143921.0,2018,14.886038162566523,169.01360208295924,6.226840458328372,11.353833722391812,14.31699602242624,0.03822656733282036,0
0R03-00322,Pacific Transit,DR,13878.0,7769.0,99251.0,0.0,505493.0,19112.0,2018,36.424052457126386,65.06538808083408,5.093077147837302,1.786330287038229,35.04690877648076,0.03780863434310663,0
0R03-00322,Pacific Transit,MB,99772.0,11331.0,325033.0,0.0,938378.0,28058.0,2018,9.405223910515977,82.81510899302798,2.887023779123966,8.80522460506575,9.124002726215773,0.029900530489845242,0
0R03-00332,Okanogan County Transportation & Nutrition,DR,27315.0,10969.0,121233.0,0.0,699174.0,25718.0,2018,25.59670510708402,63.7409061901723,5.767192101160575,2.4901996535691495,24.655171151382024,0.03678340441721231,0
0R03-00332,Okanogan County Transportation & Nutrition,MB,18742.0,7435.0,199235.0,0.0,379158.0,10624.0,2018,20.230391633763738,50.996368527236044,1.9030692398423972,2.520780094149294,19.663536442215346,0.028019981116051883,0
0R03-00336,Skamania County Senior Services,DR,14514.0,11227.0,185263.0,0.0,261608.0,435.0,2018,18.024528041890587,23.301683441703037,1.4120898398492954,1.292776342745168,17.9945569794681,0.0016627931867526987,0
0R03-00336,Skamania County Senior Services,MB,7164.0,2423.0,66728.0,0.0,161330.0,13567.0,2018,22.51954215522055,66.58274865868758,2.417725692363026,2.956665290961618,20.625767727526522,0.08409471270067563,0
0R03-00364,Twin Transit,DR,7422.0,4255.0,33068.0,0.0,751724.0,9175.0,2018,101.28321207221774,176.6683901292597,22.73267206967461,1.744300822561692,100.0470223659391,0.012205277468858251,0
0R03-00364,Twin Transit,MB,219526.0,20503.0,292553.0,0.0,2032441.0,142825.0,2018,9.258315643705073,99.12895673803834,6.947257420023038,10.707018485099741,8.60770933739056,0.07027264260069542,0
0R03-00371,Wahkiakum County Health & Human Services,DR,2492.0,2584.0,50680.0,0.0,129549.0,0.0,2018,51.985955056179776,50.13506191950464,2.5562154696132597,0.9643962848297214,51.985955056179776,0.0,0
0R03-00371,Wahkiakum County Health & Human Services,MB,10197.0,6599.0,141304.0,0.0,375447.0,4393.0,2018,36.819358634892616,56.89452947416275,2.6570160788088093,1.5452341263827853,36.38854565068157,0.011700719409130983,0
0R03-00386,Special Mobility Services,DR,3427.0,1864.0,18178.0,0.0,120400.0,4612.0,2018,35.13276918587686,64.5922746781116,6.623390912091539,1.838519313304721,33.78698570177998,0.03830564784053156,0
0R03-00386,Special Mobility Services,MB,9913.0,5314.0,143172.0,0.0,464592.0,19097.0,2018,46.86694239887017,87.42792623259315,3.2449920375492414,1.8654497553631915,44.940482195097346,0.04110488342459621,0
0R04-00327,Valley Transit,DR,11463.0,7976.0,135621.0,0.0,602578.0,47394.0,2018,52.5672162610137,75.54889669007021,4.443102469381586,1.4371865596790372,48.432696501788364,0.07865205832273996,0
0R04-00327,Valley Transit,MB,50574.0,10048.0,331961.0,0.0,856463.0,174565.0,2018,16.93484794558469,85.23716162420382,2.5800109048954547,5.033240445859873,13.483173171985605,0.20382083055543554,0
0R04-00358,Ketchikan Gateway Borough,DR,18108.0,8052.0,77233.0,0.0,358500.0,0.0,2018,19.79787939032472,44.523099850968705,4.641798195072055,2.248882265275708,19.79787939032472,0.0,0
0R04-00358,Ketchikan Gateway Borough,MB,385554.0,18659.0,286198.0,0.0,1793480.0,233969.0,2018,4.6516960010789665,96.11876306340103,6.26657069581199,20.663165228576023,4.044857529684558,0.1304553159221179,0
0R04-00391,City and Borough of Juneau,DR,32345.0,19127.0,260552.0,0.0,1054463.0,0.0,2018,32.60049466687278,55.1295550792074,4.047034756977494,1.691064986668061,32.60049466687278,0.0,0
0R04-00391,City and Borough of Juneau,MB,1032304.0,40200.0,610540.0,0.0,5460170.0,712569.0,2018,5.289304313458051,135.82512437810945,8.943181445933108,25.6792039800995,4.599033811745377,0.13050307957444549,0
0R04-00399,Sunshine Transit Coalition,DR,8511.0,5670.0,150321.0,0.0,342321.0,13693.0,2018,40.22100810715545,60.37407407407407,2.2772666493703473,1.501058201058201,38.61214898366819,0.0400004673975596,0
0R04-00399,Sunshine Transit Coalition,MB,5986.0,3551.0,71770.0,0.0,228214.0,9128.0,2018,38.124624122953556,64.26753027316249,3.1797965723840043,1.6857223317375387,36.59973270965586,0.0399975461628121,0
1R01-10131,Northwestern CT Transit District,DR,18098.0,16238.0,254144.0,0.0,607181.0,36610.0,2018,33.54961874240247,37.39259761054317,2.389121915134727,1.1145461263702428,31.526743286551,0.060295035582470465,0
1R01-10131,Northwestern CT Transit District,MB,51180.0,8356.0,96631.0,0.0,499607.0,46463.0,2018,9.761762407190309,59.790210627094304,5.170255922012605,6.124940162757301,8.853927315357561,0.0929990972904703,0
1R01-10149,Windham Region Transit District,DR,27365.0,9557.0,160380.0,0.0,689863.0,50354.0,2018,25.209683902795543,72.18405357329706,4.301427858835266,2.8633462383593176,23.369596199524942,0.07299130407051835,0
1R01-10149,Windham Region Transit District,MB,128960.0,13732.0,184649.0,0.0,901420.0,73220.0,2018,6.98991935483871,65.6437518205651,4.881802771745312,9.391203029420332,6.4221464019851116,0.08122739677397883,0
1R01-10156,Northeastern Connecticut Transit District,DR,2176.0,1581.0,30632.0,0.0,71479.0,1412.0,2018,32.848805147058826,45.2112586970272,2.333474797597284,1.3763440860215055,32.1999080882353,0.01975405363813148,0
1R01-10156,Northeastern Connecticut Transit District,MB,41238.0,8179.0,167489.0,0.0,557642.0,29455.0,2018,13.522527765653038,68.17972857317521,3.3294246189301986,5.041936667074214,12.808259372423493,0.05282062685378791,0
1R02-10145,Martha's Vineyard Transit Authority,DR,13160.0,6776.0,85966.0,0.0,534836.0,30787.0,2018,40.64103343465045,78.93093270365998,6.22148291184887,1.9421487603305785,38.30159574468085,0.057563440007778084,0
1R02-10145,Martha's Vineyard Transit Authority,MB,1347337.0,68528.0,1087337.0,0.0,4741392.0,1670429.0,2018,3.5190839411372212,69.18911977585805,4.360554271582775,19.66111662386178,2.2792835051661164,0.3523077189146141,0
1R02-10162,Nantucket Regional Transit Authority,DR,6158.0,2684.0,19645.0,0.0,274062.0,11144.0,2018,44.50503410198116,102.10953800298063,13.950725375413592,2.2943368107302535,42.69535563494641,0.0406623318811072,0
1R02-10162,Nantucket Regional Transit Authority,MB,277172.0,18599.0,200118.0,0.0,1766748.0,458937.0,2018,6.374193641493369,94.99155868595086,8.828531166611699,14.902521640948438,4.718409507453855,0.2597637014446882,0
1R02-10173,Franklin Regional Transit Authority,DR,25136.0,16410.0,210476.0,0.0,991910.0,152568.0,2018,39.461728198599616,60.44546008531383,4.71269883502157,1.531748933577087,33.39202737110121,0.15381234184553033,0
1R02-10173,Franklin Regional Transit Authority,MB,124106.0,21837.0,378073.0,0.0,1968341.0,108578.0,2018,15.860159863342627,90.13788524064661,5.206245883731449,5.6832898291889915,14.985278713357935,0.055162189884781145,0
1R03-10155,Kennebec Valley Community Action Program,DR,102704.0,58240.0,997209.0,0.0,2314920.0,12865.0,2018,22.53972581398972,39.74793956043956,2.3213990246778757,1.7634615384615384,22.41446292257361,0.005557427470495741,0
1R03-10155,Kennebec Valley Community Action Program,MB,90835.0,17389.0,263209.0,0.0,1037505.0,91100.0,2018,11.421863819012495,59.66444303870263,3.941753511468073,5.223704640864915,10.4189464413497,0.08780680575033373,0
1R03-10177,"West's Transportation, Inc. ",DR,3878.0,5008.0,98720.0,0.0,127978.0,0.0,2018,33.00103145951521,25.554712460063897,1.2963735818476498,0.7743610223642172,33.00103145951521,0.0,0
1R03-10177,"West's Transportation, Inc. ",MB,4441.0,1664.0,36480.0,0.0,77444.0,6113.0,2018,17.43841477144787,46.54086538461539,2.122916666666667,2.6688701923076925,16.061922990317495,0.07893445586488301,0
1R04-10137,"Advance Transit, Inc. NH",DR,7437.0,4647.0,52086.0,0.0,284679.0,0.0,2018,38.27874142799516,61.260813428018075,5.465556963483469,1.6003873466752743,38.27874142799516,0.0,0
1R04-10137,"Advance Transit, Inc. NH",MB,734387.0,35597.0,441234.0,0.0,2859895.0,0.0,2018,3.8942614724933855,80.340899514004,6.481583468182416,20.630586847206224,3.8942614724933855,0.0,0
1R04-10159,"VNA Home Healthcare, Hospice & Community Service",DR,12226.0,3396.0,45026.0,0.0,146724.0,0.0,2018,12.000981514804515,43.20494699646643,3.258650557455692,3.600117785630153,12.000981514804515,0.0,0
1R04-10159,"VNA Home Healthcare, Hospice & Community Service",MB,32222.0,6590.0,81136.0,0.0,354397.0,61657.0,2018,10.998603438644404,53.77799696509864,4.36793778347466,4.889529590288316,9.085097138600956,0.17397720635332692,0
1R04-10161,Belknap-Merrimack CAP/Concord Area Transit,DR,7940.0,4552.0,57277.0,0.0,117106.0,8345.0,2018,14.748866498740554,25.72627416520211,2.0445554061839832,1.7442882249560632,13.69785894206549,0.07126022577835465,0
1R04-10161,Belknap-Merrimack CAP/Concord Area Transit,MB,71997.0,8230.0,126851.0,0.0,769579.0,68748.0,2018,10.68904259899718,93.5089914945322,6.066794901104445,8.748116646415554,9.734169479283858,0.08933195942196967,0
1R04-10170,"Tri-County CAP, Inc./Carroll County Transit",DR,6326.0,8862.0,85216.0,0.0,232956.0,3774.0,2018,36.82516598166298,26.28706838185511,2.733711978971085,0.713834348905439,36.2285804615871,0.016200484211610775,0
1R04-10170,"Tri-County CAP, Inc./Carroll County Transit",MB,90.0,480.0,8092.0,0.0,22497.0,36.0,2018,249.96666666666667,46.86875,2.7801532377656946,0.1875,249.56666666666666,0.001600213361781571,0
1R04-10172,"Tri-County CAP, Inc./North Country Transit",DR,21657.0,18613.0,139003.0,0.0,329617.0,8400.0,2018,15.219882716904465,17.708966851125556,2.3712941447306894,1.1635416107021974,14.832017361592095,0.025484122481546766,0
1R04-10172,"Tri-County CAP, Inc./North Country Transit",MB,21336.0,4036.0,85200.0,0.0,170736.0,13889.0,2018,8.002249718785151,42.303270564915756,2.003943661971831,5.286422200198216,7.351284214473191,0.0813478118264455,0
1R04-11156,Southwestern Community Services Transportation,DR,2777.0,429.0,8337.0,0.0,42865.0,2754.0,2018,15.435722002160604,99.91841491841492,5.1415377234017035,6.473193473193473,14.444004321209938,0.0642482211594541,0
1R04-11156,Southwestern Community Services Transportation,MB,20207.0,5235.0,72070.0,0.0,346815.0,20237.0,2018,17.163111792943038,66.24928366762178,4.812196475648675,3.8599808978032475,16.16162715890533,0.05835099404581694,0
1R06-10137,"Advance Transit, Inc. NH",DR,1856.0,1085.0,12679.0,0.0,69227.0,0.0,2018,37.299030172413794,63.8036866359447,5.459973184005047,1.7105990783410139,37.299030172413794,0.0,0
1R06-10137,"Advance Transit, Inc. NH",MB,134041.0,8113.0,128372.0,0.0,961584.0,0.0,2018,7.1738050298043134,118.52385061013189,7.490605427974947,16.52175520769136,7.1738050298043134,0.0,0
1R06-10143,Tri-Valley Transit Inc,DR,130279.0,92841.0,2961580.0,0.0,2634572.0,27069.0,2018,20.222537784293706,28.37724712142265,0.8895832629879996,1.4032485647504873,20.014760629111368,0.010274534155832522,0
1R06-10143,Tri-Valley Transit Inc,MB,101600.0,19001.0,316503.0,0.0,1425258.0,27155.0,2018,14.028129921259843,75.00963107204883,4.503142150311372,5.347086995421294,13.760856299212598,0.01905269081106719,0
1R06-10144,"Southeast Vermont Transit, Inc",DR,113897.0,61219.0,2739598.0,0.0,2211063.0,4140.0,2018,19.412829135095745,36.11726751498718,0.8070757096479119,1.8604844901092799,19.376480504315303,0.001872402550266546,0
1R06-10144,"Southeast Vermont Transit, Inc",MB,383817.0,34982.0,656086.0,0.0,2687086.0,66943.0,2018,7.0009561848485085,76.81338974329655,4.095630755724097,10.971842661940427,6.8265423365822775,0.024912860995144927,0
1R06-10148,Rural Community Transportation,DR,152365.0,109603.0,3675085.0,0.0,3879099.0,0.0,2018,25.459252452991173,35.392270284572504,1.0555127296375457,1.3901535541910348,25.459252452991173,0.0,0
1R06-10148,Rural Community Transportation,MB,46935.0,6979.0,101043.0,0.0,297700.0,0.0,2018,6.342814530733994,42.656541051726606,2.9462703997308077,6.725175526579739,6.342814530733994,0.0,0
1R06-10151,Green Mountain Community Network,DR,79026.0,42911.0,1249308.0,0.0,2152103.0,0.0,2018,27.232847417305695,50.152711425974694,1.7226360513180097,1.8416256903824195,27.232847417305695,0.0,0
1R06-10151,Green Mountain Community Network,MB,87946.0,13113.0,242775.0,0.0,754582.0,26278.0,2018,8.580060491665341,57.54457408678411,3.108153640201833,6.706779531762373,8.28126350260387,0.03482457837584252,0
1R06-10154,Marble Valley Regional Transit District,DR,58931.0,15113.0,170592.0,0.0,2493473.0,24103.0,2018,42.31173745566849,164.9886190696751,14.616588116676045,3.899358168464236,41.90273370552001,0.009666437134069629,0
1R06-10154,Marble Valley Regional Transit District,MB,507110.0,26334.0,308601.0,0.0,2065103.0,64576.0,2018,4.07229792352744,78.41964760385812,6.691822126305488,19.256854256854258,3.9449567155055116,0.03127011098235778,0
1R06-10165,Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,DR,95101.0,65022.0,1618688.0,0.0,3111882.0,0.0,2018,32.721864123405645,47.85890929223955,1.9224717796141073,1.4625972747685398,32.721864123405645,0.0,0
1R06-10165,Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,MB,284012.0,32317.0,425209.0,0.0,2427886.0,60070.0,2018,8.54853316057068,75.12720858990625,5.709865031078834,8.788315747129994,8.337028012900863,0.02474168886018536,0
2R01-20928,Warren County,DR,62547.0,21814.0,274931.0,0.0,1306550.0,3669.0,2018,20.889091403264747,59.895021545796276,4.752283300173498,2.8672870633538095,20.830431515500344,0.002808158891737783,0
2R01-20928,Warren County,MB,115797.0,11784.0,280783.0,0.0,594182.0,2331.0,2018,5.131238287693118,50.422776646300065,2.1161608786856756,9.826629327902241,5.111108232510341,0.003923040415226311,0
2R01-20950,Sussex County Transit,DR,47212.0,31110.0,416877.0,0.0,1437383.0,7176.0,2018,30.44528933322037,46.203246544519445,3.447978660372244,1.5175827708132432,30.293294077776835,0.004992406338463722,0
2R01-20950,Sussex County Transit,MB,50183.0,10404.0,200046.0,0.0,689754.0,28450.0,2018,13.744774126696292,66.29700115340253,3.4479769652979813,4.823433294886582,13.177849072395034,0.041246589363744174,0
